unknown,other,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.0057233726,0.006577828,0.016930137,0.0039566834,0.052576248,0.097567074,0.021507874,0.030540274,0.00555662,0.0042022485,0.03536133,0.026371123,0.025598386,0.0679148,0.019623734,0.105947,0.0047552455,0.011831658,0.011455656,0.011489415,0.030755451,0.02595792,0.0053359275,0.0735261,0.053840715,0.0060390187,0.15083075,0.008996652,0.020788925,0.019934008,0.014029346,0.024478462
