unknown,other,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.0073782327,0.0057928124,0.026685528,0.00902085,0.04644889,0.08381561,0.019650698,0.030415777,0.008704654,0.004918153,0.036778823,0.03852701,0.017751753,0.022989867,0.014606553,0.16310292,0.003826147,0.008714148,0.010227433,0.010943236,0.050970055,0.033596393,0.005085953,0.08439726,0.017020551,0.016259287,0.11773865,0.0076938653,0.022982009,0.01955319,0.015982423,0.038421243
