unknown,other,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.008595672,0.0064790295,0.026958497,0.010194655,0.04673834,0.1364166,0.027857171,0.029215699,0.009039159,0.0047250213,0.030894704,0.048933305,0.01934352,0.027830577,0.026946237,0.09891308,0.0042567654,0.009177522,0.0096310945,0.014468117,0.0335496,0.025946807,0.006748262,0.07594748,0.027265484,0.017928062,0.079251,0.0078220125,0.028185414,0.030324016,0.023713656,0.0467035
