unknown,other,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.005478041,0.004295558,0.020818895,0.007110077,0.026784204,0.05069945,0.013916972,0.026659269,0.006617348,0.004065204,0.029287228,0.03816299,0.01326773,0.015046838,0.015118844,0.1576553,0.0032311273,0.011407133,0.008236208,0.010466706,0.035960987,0.028721228,0.0036752021,0.0707796,0.021435587,0.010051176,0.283215,0.005586671,0.019090815,0.015454781,0.009024646,0.02867924
