unknown,other,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.0043745446,0.0039208885,0.020799328,0.0074628205,0.046225302,0.12309563,0.017414873,0.046276677,0.006897194,0.005190535,0.03267129,0.017814929,0.029245947,0.023309842,0.013942019,0.10966313,0.005663363,0.012882153,0.0072928895,0.012170974,0.028798612,0.017356593,0.0060197706,0.047472566,0.10388691,0.007582183,0.14854039,0.0044087726,0.01550155,0.027845027,0.0114751095,0.03479824
