sequenceId,subsequenceId,itemPosition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
5,0,5,0.08251953,-0.09863281,0.11376953,-0.5,0.20996094,0.80078125,0.7734375,-0.19042969,-0.2578125,0.05908203,-1.03125,-2.953125,-2.234375,-0.53515625,0.20117188,0.03540039,0.40625,0.6328125,0.33203125,-0.7890625,-0.62109375,-0.53125,0.90625,0.640625,0.06640625,0.1953125,0.018188477,-1.1484375,-0.97265625,-0.16503906,-0.2578125,-0.008117676,-0.7265625,-0.515625,0.546875,-0.5390625,0.52734375,-0.85546875,-1.109375,-0.359375,0.6953125,0.80078125,-0.66015625,0.32226562,-1.0,-0.5703125,-0.09667969,0.68359375,-0.765625,-0.640625,0.12695312,0.55078125,-1.3984375,-0.58203125,2.3125,0.40429688,0.15332031,0.0034637451,0.26367188,0.78125,-0.99609375,-0.44335938,-0.075683594,0.828125,0.56640625,1.0,2.46875,0.048339844,-0.8671875,-0.8203125,0.51171875,-0.43945312,0.17089844,0.6875,0.29296875,0.5078125,-0.5,0.5703125,0.34570312,-0.96484375,1.6171875,0.46875,-1.5234375,-2.21875,0.15527344,0.75390625,-1.390625,-0.17871094,0.31445312,0.6171875,-1.390625,-1.734375,2.78125,1.515625,-0.47851562,1.4375,1.0390625,-0.020629883,-1.1796875,-0.104003906,-0.21386719,-0.609375,1.1171875,0.64453125,1.8046875,-1.21875,-0.1328125,-1.2734375,-1.546875,-0.21191406,1.09375,-0.66015625,0.25390625,-0.39453125,0.77734375,-0.19921875,-0.099121094,0.29492188,0.546875,-1.4453125,1.3046875,0.018798828,-0.34179688,2.484375,1.2890625,-0.35742188,1.0078125,-0.5703125,-0.13085938,-0.40039062,-0.18847656,-1.046875,-1.890625,-0.16796875,-0.21777344,0.1875,0.9375,-1.5859375,-0.61328125,0.033447266,0.19238281,-1.8359375,1.0625,-0.63671875,-1.6484375,-2.390625,-1.921875,0.1953125,0.08935547,-0.765625,1.4453125,-1.15625,0.7421875,1.3359375,-0.56640625,-2.125,-0.27148438,0.020751953,0.14941406,-0.015258789,-0.65234375,-0.78125,-0.2734375,1.0546875,0.8359375,-0.51953125,-0.66796875,-0.72265625,0.09765625,1.2421875,0.38085938,1.6484375,-0.22460938,0.34570312,0.084472656,1.6015625,1.078125,-0.115722656,0.15625,2.890625,0.67578125,0.32226562,-0.73828125,-0.953125,0.42773438,1.3125,-0.41601562,-0.111816406,1.2578125,-0.17382812,-0.265625,-1.78125,1.9296875,3.140625,-0.41210938,1.140625,2.0625,0.6328125,-0.640625,0.029663086
5,0,6,-0.421875,0.5078125,1.1328125,1.3125,1.171875,1.046875,-1.25,0.859375,1.2265625,-1.25,1.2421875,-0.9140625,-0.21972656,-0.734375,-0.77734375,-1.375,-1.0078125,-0.07421875,0.98046875,0.38476562,0.2890625,-1.8125,2.453125,1.0078125,1.015625,-1.5,0.3671875,-2.40625,-1.15625,1.078125,-1.8203125,0.96484375,-0.22460938,-0.33203125,0.83203125,0.96875,0.11035156,1.390625,0.45703125,-0.011474609,-0.2890625,0.43554688,0.27539062,0.2578125,0.31445312,-1.0234375,0.7421875,-1.2890625,-1.3984375,-0.6640625,-0.17773438,0.984375,-1.3359375,-0.27539062,0.29882812,0.671875,-0.69921875,0.22460938,2.0625,0.76953125,-0.94140625,-0.890625,1.34375,-0.6171875,-0.015625,0.07910156,-0.6328125,-0.8203125,0.24804688,-1.28125,0.32617188,0.8046875,0.73828125,-0.48242188,0.16015625,0.13085938,0.25195312,-1.328125,-1.046875,-0.011779785,0.94921875,0.23828125,0.2890625,-0.265625,-0.22265625,-0.921875,-0.06298828,-1.1484375,0.58203125,0.04345703,-0.74609375,-0.734375,0.85546875,-0.09033203,-0.94921875,0.083984375,0.83984375,-2.84375,-0.84765625,0.60546875,-0.91796875,0.0029449463,1.6015625,1.4140625,0.55078125,0.11328125,1.1484375,-0.34960938,-0.35742188,1.1953125,-0.071777344,1.875,-0.71484375,0.5,-0.921875,1.953125,-0.19824219,0.71484375,-1.28125,-0.8515625,-0.078125,1.6484375,0.15332031,2.109375,0.43164062,-0.97265625,1.2109375,1.140625,0.59765625,0.9765625,1.0859375,-0.109375,-0.03857422,-1.046875,-1.15625,-0.26171875,0.12402344,-1.109375,-0.57421875,0.9921875,1.015625,-1.1953125,0.15820312,1.25,-1.3984375,-0.7890625,-1.0234375,-1.734375,-0.60546875,0.71875,0.6953125,0.53125,-1.140625,0.47851562,-2.21875,-1.703125,-1.640625,-0.453125,1.640625,-0.115722656,-1.296875,-1.0859375,0.048828125,-1.4140625,-0.8359375,-0.29101562,0.21386719,-1.6796875,-1.03125,-0.93359375,1.078125,1.8046875,-0.18554688,0.9453125,0.7734375,0.69140625,1.8125,-0.22460938,0.057128906,1.4140625,0.04638672,1.8359375,-0.22265625,-1.2421875,1.828125,0.59765625,-0.38476562,-0.97265625,2.21875,-1.7421875,0.19042969,-0.11376953,0.5859375,-0.16308594,0.33007812,-0.71484375,0.017211914,-0.17480469,0.71484375,-0.65625
5,0,7,1.5234375,0.16601562,1.1953125,1.1953125,-0.68359375,1.9296875,-0.578125,0.20898438,3.015625,-1.171875,0.13769531,0.099121094,-1.3125,-0.23632812,-0.99609375,-1.2578125,-0.98046875,-0.5859375,0.087890625,0.09326172,1.1640625,0.77734375,1.5546875,-0.20703125,0.043701172,-0.43945312,-0.5859375,-1.171875,-0.9921875,2.421875,-1.125,0.44140625,0.76171875,-1.0078125,-0.83984375,0.055664062,-1.3203125,1.046875,-0.095703125,1.3125,-1.140625,-0.39648438,-0.8984375,0.028808594,0.038330078,0.16601562,0.375,-0.35742188,-0.60546875,-1.15625,-0.07910156,0.87890625,-2.28125,-0.66796875,1.6640625,2.125,0.24902344,-0.36523438,0.75,-1.2109375,0.83203125,0.47070312,-0.56640625,-0.94921875,-0.91015625,-0.6171875,0.8203125,-1.5078125,0.17089844,-0.93359375,-0.076660156,0.46484375,-0.625,-0.023071289,0.27148438,-0.11328125,-0.11621094,0.62890625,-1.125,2.21875,0.8984375,0.20019531,-0.3125,-1.15625,0.14648438,-0.46484375,0.106933594,-1.859375,-0.20019531,-0.04321289,-0.5234375,-0.50390625,-1.078125,-0.0030670166,-0.033447266,-0.3671875,0.28125,-0.8515625,-0.28515625,-0.052246094,-2.390625,1.5625,0.96484375,-1.0390625,0.8125,1.1484375,0.78125,-0.6875,0.024414062,1.625,1.515625,0.63671875,-1.0390625,-1.1484375,0.96484375,0.61328125,0.296875,0.5625,0.7578125,-2.796875,-1.4296875,2.546875,0.53515625,-0.33007812,0.06933594,-1.125,0.37695312,-0.22949219,-0.14648438,1.625,-1.8359375,0.64453125,-0.08935547,-0.55078125,-0.5,0.57421875,2.21875,-1.2890625,-0.69140625,-0.51171875,1.3359375,-0.89453125,0.69921875,2.046875,-0.7109375,-0.66796875,-0.75,0.359375,-0.97265625,0.09326172,0.22265625,1.828125,-1.0703125,0.7265625,-1.7890625,-0.90625,-1.140625,0.609375,0.84375,-0.20019531,-1.4453125,0.6875,0.49414062,-1.4921875,0.09277344,-0.29101562,-0.38085938,-1.640625,-1.328125,-1.5703125,0.49804688,1.1484375,0.19921875,0.5,0.40234375,0.21582031,0.006134033,1.21875,0.19042969,-0.30664062,1.4375,1.0546875,0.95703125,-0.44726562,0.33984375,1.4609375,0.06298828,-1.421875,-0.09423828,-0.83984375,0.90625,1.6484375,0.33203125,1.234375,0.6953125,-0.68359375,0.37695312,-0.106933594,-0.48046875,0.65234375
